q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
1183,withdrawn,2015-04-30,,,,CAISO,PALA CANYON RENEWABLE (FKA PALA FALLBROOK ENERGY CENTER),,SDGE,san diego,,,CA,CAISO,Full Capacity,Pala 69kV substation,,,Feasibility Study,Solar+Battery,Solar,Battery,,28.0,9.0,
1734,withdrawn,2020-04-15,,,,CAISO,FREEBORN,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway-Taft 115kV line,,,Feasibility Study,Solar,Solar,,,27.0,,
253,withdrawn,2007-08-13,,2008-11-26,,CAISO,CENTRAL COAST,,PGAE,santa barbara,,,CA,CAISO,,Cabrillo Substation 115kV,,,Feasibility Study,Wind,Wind,,,40.0,,
1772,withdrawn,2020-04-15,,,,CAISO,LUZEN SOLAR ENERGY CENTER,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Kramer Junction Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,156.0,156.0,
1705,active,2020-04-15,,,,CAISO,STEEL CITY BATTERY STORAGE,,PGAE,contra costa,,,CA,CAISO,Energy Only,Pittsburg 230 kV,2025-06-30,Executed,IA Executed,Battery,Battery,,,675.0,,
816,withdrawn,2011-03-31,,,,CAISO,INSPIRATION SOLAR F,,PGAE,fresno,,,CA,CAISO,Full Capacity,Stroud switching station 70kV,,,Facility Study,Solar,Solar,,,0.1,,
1527,withdrawn,2018-04-16,,,,CAISO,SILVERWING,,SCE,riverside,,,CA,CAISO,Full Capacity,Devers Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,156.0,156.0,
1630,withdrawn,2019-04-15,,,,CAISO,DRACO SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230 kV,2023-12-01,,Feasibility Study,Solar+Battery,Solar,Battery,,250.0,125.0,
2003,withdrawn,2021-04-15,,2022-11-29,,CAISO,BUCKAROO SOLAR STORAGE,,PGAE,kern,,,CA,CAISO,Full Capacity,Kern - Old River #2 70 kV,2024-06-01,,Feasibility Study,Solar+Battery,Solar,Battery,,103.0,102.0,
caiso_c15_416,active,2023-04-17,,,,CAISO,Jupiter Bowl,,PGAE,,,,CA,CAISO,,Salado Substation 115kV,2026-06-01,,In Progress (unknown study),Battery,Battery,,,103.0,,
caiso_c15_157,active,2023-04-17,,,,CAISO,Bolt,,PGAE,fresno,,,CA,CAISO,,Gates 500kV,2028-12-01,,In Progress (unknown study),Battery,Battery,,,734.0,,
1975,active,2021-04-15,,,,CAISO,TARRAGON HYBRID,,PGAE,fresno,,,CA,CAISO,Full Capacity,Crescent 70 kV,2025-06-01,,Facility Study,Solar+Battery,Solar,Battery,,36.0,36.0,
325,withdrawn,2008-03-27,,,,CAISO,PV COOLWATER - KRAMER,,SCE,kern,,,CA,CAISO,,Kramer-Cool Water 115kV line,2009-05-01,,Feasibility Study,Solar,Solar,,,100.0,,
caiso_c15_363,active,2023-04-17,,,,CAISO,Ricochet,,GLW,clark,,,NV,CAISO,,Sloan Canyon - Trout Canyon 230kV,2027-05-31,,In Progress (unknown study),Wind,Wind,,,101.0,,
caiso_c15_387,active,2023-04-17,,,,CAISO,Mackerel Energy,,SDGE,san diego,,,CA,CAISO,,Miguel 230kV,,,In Progress (unknown study),Battery,Battery,,,101.0,,
caiso_c15_245,active,2023-04-17,,,,CAISO,Drifter Energy Storage 2,,SCE,ventura,,,CA,CAISO,,Moorpark Substation 220 kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,670.0,,
caiso_c15_213,active,2023-04-17,,,,CAISO,Temescal Canyon Energy Storage,,SCE,riverside,,,CA,CAISO,,Alberhill Substation 500kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,518.0,,
1193,withdrawn,2015-04-30,,,,CAISO,EAGLE MOUNTAIN PUMP STORAGE #4,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 500 kV,2022-01-01,,System Impact Study,Battery,Battery,,,1408.0,,
1473,withdrawn,2018-04-16,,,,CAISO,DEL RANCHO,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Kelso Switching Station 230kV,,,System Impact Study,Solar+Battery,Solar,Battery,,103.0,103.0,
caiso_c15_46,active,2023-04-17,,,,CAISO,Buckhorn,,PGAE,tehama,,,CA,CAISO,,Glenn Substation 230kV,2028-06-30,,In Progress (unknown study),Solar+Battery,Solar,Battery,,320.0,339.0,
2119,withdrawn,2021-04-15,,2022-12-16,,CAISO,RISU,,SCE,orange,,,CA,CAISO,Full Capacity,Villa Park Substation 230 kV,2024-06-30,,Feasibility Study,Battery,Battery,,,253.0,,
2100,withdrawn,2021-04-15,,,,CAISO,SOUZA SOLAR,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent-Lugo 500 kV line,2025-10-01,,Feasibility Study,Solar+Battery,Solar,Battery,,215.0,214.0,
346,withdrawn,2008-04-25,,2008-11-21,,CAISO,PV-1,,SCE,los angeles,,,CA,CAISO,,Lancaster-Redman 66kV Line,2011-05-01,,Feasibility Study,Solar,Solar,,,30.0,,
577,operational,2010-02-01,2013-03-28,,,CAISO,SOLAR STAR CALIFORNIA XIII (QUINTO),,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos-Westley 230kV,,Executed,IA Executed,Solar,Solar,,,110.0,,
1263,withdrawn,2016-05-02,,,,CAISO,TENACITY SOLAR,,PGAE,kern,,,CA,CAISO,Full Capacity,Smyrna Substation  115 kV,,,Feasibility Study,Solar,Solar,,,101.0,,
495,operational,2009-07-31,2012-09-17,,2012-03-31,CAISO,TULLOCH POWERHOUSE,,PGAE,tuolumne,,,CA,CAISO,Full Capacity,Tulloch 115kV tap,2011-10-01,Executed,IA Executed,Hydro,Hydro,,,7.2,,
1172,withdrawn,2015-04-30,,,,CAISO,HARVEST ENERGY STORAGE PROJECT (FKA OTAY MESA MSS),,SDGE,san diego,,,CA,CAISO,Full Capacity,Otay Mesa Substation 230 kV bus,,,Feasibility Study,Battery,Battery,,,110.0,,
1625,active,2019-04-15,,,,CAISO,ANGELENO SOLAR FARM,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent Substation 500kV,2023-06-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,1150.0,1150.0,
396,withdrawn,2008-05-29,,,,CAISO,DIXIE MEADOWS #1,,SCE,churchill,,,NV,CAISO,Full Capacity,Control Substation 115kV bus,2013-06-01,,Facility Study,Other,Steam Turbine,,,61.0,,
1171,active,2015-04-30,,,,CAISO,MCFARLAND SOLAR,,SDGE,yuma,,,AZ,CAISO,Partial Capacity,Hoodoo Wash Switchyard 500 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,500.0,435.0,
caiso_c15_38,active,2023-04-17,,,,CAISO,Sevillano,,PGAE,tehama,,,CA,CAISO,,Cottonwood - Logan Creek 230kV,2028-06-30,,In Progress (unknown study),Solar+Battery,Solar,Battery,,320.0,339.0,
caiso_c15_392,active,2023-04-17,,,,CAISO,Antlia,,PGAE,monterey,,,CA,CAISO,,Moss Landing 115kV,2026-10-01,,In Progress (unknown study),Battery,Battery,,,309.0,,
caiso_c15_247,active,2023-04-17,,,,CAISO,Tule Fog Solar,,PGAE,kern,,,CA,CAISO,,Arco Substation 230 kV,2026-12-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,316.0,316.0,
1882,withdrawn,2021-04-15,,,,CAISO,LACUNA ENERGY STORAGE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Dumbarton-Newark 115 kV line,2024-08-01,,System Impact Study,Battery,Battery,,,227.0,,
959,withdrawn,2013-04-30,,,,CAISO,FOX SOLAR,,SDGE,san diego,,,CA,CAISO,Full Capacity,Crestwood-Boulevard East 69kV line,,,System Impact Study,Solar,Solar,,,30.0,,
556,withdrawn,2010-02-01,,,,CAISO,MAYACMAS WIND POWER,,PGAE,mendocino,,,CA,CAISO,Energy Only,Eagle Rock Substation 115 kV,,,Feasibility Study,Wind,Wind,,,126.0,,
caiso_c15_107,active,2023-04-17,,,,CAISO,Redwood Coast Offshore Wind 2,,PGAE,humboldt,,,CA,CAISO,,Humboldt Substation 115kV,2030-04-01,,In Progress (unknown study),Offshore Wind,Offshore Wind,,,1206.0,,
235,withdrawn,2007-06-29,,2008-11-26,,CAISO,CPV CALIFORNIA VII,,PGAE,contra costa,,,CA,CAISO,,Tesla-Tracy #1 230kV line,2011-06-01,,Feasibility Study,Gas,Gas,,,630.0,,
1167,withdrawn,2015-04-30,,,,CAISO,BONSALL RENEWABLE,,SDGE,san diego,,,CA,CAISO,Full Capacity,0.2 miles from Monsrate Tap  on the Monsrate Tap-Pala 69 kV line,,,Feasibility Study,Solar+Battery,Solar,Battery,,64.0,20.0,
374,withdrawn,2008-05-27,,2008-11-25,,CAISO,WELLHEAD POWER LOGAN CREEK,,PGAE,glenn,,,CA,CAISO,,Tap Cottonwood-Logan Creek-Vaca Dixon 230kV line,2010-06-01,,Feasibility Study,Gas,Gas,,,49.0,,
caiso_c15_248,active,2023-04-17,,,,CAISO,Pilot Knob Solar,,SDGE,imperial,,,CA,CAISO,,Imperial Valley - North Gila 500kV,2026-12-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,408.0,407.0,
1230,withdrawn,2016-05-02,,,,CAISO,GOLDEN RECTANGLE,,PGAE,fresno,,,CA,CAISO,Full Capacity,Tranquility Kearny 230kV,2021-12-01,,System Impact Study,Solar+Battery,Solar,Battery,,122.0,31.0,
caiso_c15_457,active,2023-04-17,,,,CAISO,Plumb,,PGAE,san joaquin,,,CA,CAISO,,Weber 230 kV,2027-10-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,203.0,204.0,
1217,active,2015-04-30,2018-11-20,,,CAISO,WILLOW SPRINGS SOLAR 4,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230kV,,Executed,IA Executed,Battery,Battery,,,75.0,,
298,withdrawn,2008-01-23,,2008-11-19,,CAISO,EL DORADO SOLAR ALTERNATE,,SCE,clark,,,NV,CAISO,,El Dorado 220kV switchyard,2011-11-01,,Feasibility Study,Other,Steam Turbine,,,140.0,,
1332,withdrawn,2016-05-02,,,,CAISO,LINWOOD SOLAR FARM,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230kV,2019-06-01,,System Impact Study,Solar+Battery,Solar,Battery,,205.0,200.0,
caiso_c15_250,active,2023-04-17,,,,CAISO,Songbird BESS,,PGAE,fresno,,,CA,CAISO,,Helm Sub 230kV,2026-12-01,,In Progress (unknown study),Battery,Battery,,,205.0,,
caiso_c15_524,active,2023-04-17,,,,CAISO,Medeiros BESS,,PGAE,merced,,,CA,CAISO,,Los Banos - O'Neil Line 70kV,2027-01-01,,In Progress (unknown study),Battery,Battery,,,23.0,,
48,withdrawn,2004-12-01,,,,CAISO,BRIDGEVIEW ENERGY FACILITY,,PGAE,contra costa,,,CA,CAISO,,Contra Costa Power Plant 230 kV Substation,2008-01-01,In Progress,Facility Study,Gas,Gas,,,590.0,,
1393,withdrawn,2017-05-01,,,,CAISO,CASSIOPEIA SOLAR,,PGAE,kern,,,CA,CAISO,Full Capacity,Tap on Maricopa-Copus line 70kV,2021-08-01,,System Impact Study,Solar,Solar,,,77.0,,
caiso_c15_234,active,2023-04-17,,,,CAISO,Olympic,,SDGE,san diego,,,CA,CAISO,,Miguel 230kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,515.0,,
38,operational,2004-11-11,,,2010-09-29,CAISO,HUMBOLDT BAY POWER PLANT REPOWERING PROJECT,,PGAE,humboldt,,,CA,CAISO,,Humboldt Power Plant Substation,2008-08-01,Executed,IA Executed,Gas,Gas,,,146.0,,
caiso_c15_78,active,2023-04-17,,,,CAISO,Galicia Storage,,SCE,riverside,,,CA,CAISO,,Lugo 500kV,2027-10-01,,In Progress (unknown study),Battery,Battery,,,1040.0,,
432,withdrawn,2008-05-30,,,,CAISO,WARD VALLEY SOLAR ENERGY 1,,SCE,riverside,,,CA,CAISO,,Colorado River Substation 230 kV,2014-07-01,,Feasibility Study,Other,Steam Turbine,,,250.0,,
2146,active,2021-04-15,,,,CAISO,WATER ROCK SOLAR 2,,GLW,nye,,,NV,CAISO,Full Capacity,Gamebird Substation 230 kV,2028-03-31,,Facility Study,Solar+Battery,Solar,Battery,,517.0,517.0,
1966,active,2021-04-15,,,,CAISO,ORLEANS,,PGAE,fresno,,,CA,CAISO,Full Capacity,Giffen 70 kV,,,Facility Study,Solar+Battery,Solar,Battery,,26.0,26.0,
1418,withdrawn,2017-05-01,,,,CAISO,CREOSOTE,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,2021-08-01,,System Impact Study,Solar,Solar,,,419.0,,
517,operational,2009-08-19,2013-07-19,,,CAISO,OLD RIVER 1,,PGAE,kern,,,CA,CAISO,Full Capacity,Kern-Old River #1 70kV line,,Executed,IA Executed,Solar,Solar,,,20.0,,
1280,withdrawn,2016-05-02,,,,CAISO,ROUND HOUSE ENERGY STORAGE,,PGAE,san mateo,,,CA,CAISO,Full Capacity,PG&E Martin Substation 115kV,2020-06-01,,Feasibility Study,Battery,Battery,,,20.0,,
394,withdrawn,2008-05-29,,,,CAISO,NYC #1,,SCE,churchill,,,NV,CAISO,Full Capacity,Control Substation 115kV bus,2012-12-01,,Facility Study,Other,Steam Turbine,,,61.0,,
906,withdrawn,2012-04-02,,,,CAISO,LUCERNE SOLAR ENERGY - C5,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Jasper Substation 230kV,2015-05-01,,Feasibility Study,Solar,Solar,,,100.0,,
caiso_c15_30,active,2023-04-17,,,,CAISO,Badger Flat,,PGAE,merced,,,CA,CAISO,,Los Banos 230kV,2028-06-30,,In Progress (unknown study),Solar+Battery,Solar,Battery,,320.0,339.0,
1119,withdrawn,2015-04-30,,,,CAISO,CENTRAL VALLEY,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota 115kV substation,2021-06-01,,Feasibility Study,Solar,Solar,,,60.0,,
888,withdrawn,2012-04-02,,,,CAISO,LUCERNE VALLEY 100 MW PV PLANT,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Jasper 220 kV,,,System Impact Study,Solar,Solar,,,100.0,,
1137,withdrawn,2015-04-30,,,,CAISO,WESTLANDS APRICOT,,PGAE,kings,,,CA,CAISO,Full Capacity,Kent SW STA 70 kV,2016-12-05,,Feasibility Study,Solar,Solar,,,20.0,,
287,withdrawn,2007-12-21,,,,CAISO,SUNTOWER GASKELL GENERATING STATION,,SCE,kern,,,CA,CAISO,,Antelope-Magunden 230kV,2011-04-01,,Feasibility Study,Other,Steam Turbine,,,231.0,,
1911,active,2021-04-15,,,,CAISO,ZORIN STORAGE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Newark 230 kV,,,Facility Study,Battery,Battery,,,252.0,,
caiso_c15_468,active,2023-04-17,,,,CAISO,Cedro,,SCE,san bernardino,,,CA,CAISO,,Kramer 230kV,2027-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,518.0,522.0,
653B,operational,2010-09-29,2013-04-25,,2015-01-27,CAISO,PUMPJACK SOLAR I (AKA PIONEER SOLAR I),,PGAE,kern,,,CA,CAISO,Full Capacity,Belridge - Temblor 115 kV,2013-05-01,Executed,IA Executed,Solar,Solar,,,20.0,,
1348,operational,2017-02-06,,,,CAISO,PIO PICO PLUS,,SDGE,usa,,,CA,CAISO,Full Capacity,Otay Mesa Switchyard 230 kV,2017-11-05,Executed,IA Executed,Gas,Gas,,,18.0,,
618B,withdrawn,2010-04-19,,,,CAISO,JEFFERSON SOLAR,,PGAE,fresno,,,CA,CAISO,Energy Only,Kerman-San Joaquin 70kv,2012-01-01,,Feasibility Study,Solar,Solar,,,10.0,,
214,withdrawn,2007-05-10,,2008-11-12,,CAISO,WATERMAN MOUNTAINS WIND ENERGY PROJECT,,SCE,san bernardino,,,CA,CAISO,,Coolwater-Kramer 115 kV line,,,Feasibility Study,Wind,Wind,,,49.0,,
898,withdrawn,2012-04-02,,,,CAISO,KPP - 45,,PGAE,kern,,,CA,CAISO,Full Capacity,Famoso Substation 115kV bus,2014-01-01,,System Impact Study,Gas,Gas,,,45.0,,
1723,withdrawn,2020-04-15,,,,CAISO,POLVADERO HYBRID SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Jayne Sw Sta-Coalinga #1 70kV line,,,Feasibility Study,Solar+Battery,Solar,Battery,,52.0,25.0,
caiso_c15_79,active,2023-04-17,,,,CAISO,Shake Out Solar,,PGAE,kern country,,,CA,CAISO,,Caliente Switching Station - Midway 230kV,2027-10-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,364.0,362.0,
437,withdrawn,2008-05-30,,2008-10-24,,CAISO,ROUND MOUNTAIN WIND PROJECT,,PGAE,shasta,,,CA,CAISO,,Pit #3 Round Mountain 230kV line,2011-06-01,,Feasibility Study,Wind,Wind,,,350.0,,
165,withdrawn,2007-01-16,,,,CAISO,DPT BROADWELL LAKE,,SCE,san bernardino,,,CA,CAISO,,Pisgah 230kV Substation bus,2011-06-30,,System Impact Study,Other,Steam Turbine,,,400.0,,
434,withdrawn,2008-05-30,,2008-11-26,,CAISO,WARD VALLEY SOLAR ENERGY 3,,SCE,san bernardino,,,CA,CAISO,,Mohave switchyard,2015-05-29,,Feasibility Study,Other,Steam Turbine,,,500.0,,
531B,withdrawn,2009-10-29,,,,CAISO,CANAL POWER PLANT,,SCE,los angeles,,,CA,CAISO,Energy Only,Neenach Substation 69kV,2011-06-01,,Feasibility Study,Solar,Solar,,,20.0,,
281,withdrawn,2007-12-03,,,,CAISO,ROUGH & READY ISLAND ENERGY PARK PROJECT,,PGAE,san joaquin,,,CA,CAISO,,Loop Tesla-Stagg and Tesla-Eight Mile 230kV lines,,,Feasibility Study,Gas,Gas,,,500.0,,
caiso_c15_515,active,2023-04-17,,,,CAISO,Meadow Ridge 2,,PGAE,shasta,,,CA,CAISO,,PIT#1 - Cottonwood 230kV and Round Mountain -  Cottonwood #3,2026-02-28,,In Progress (unknown study),Solar+Battery,Solar,Battery,,180.0,47.0,
1148,withdrawn,2015-04-30,,,,CAISO,BRITAIN,,PGAE,kern,,,CA,CAISO,Full Capacity,Arco-Polonio Pass 70 kV line,2018-03-31,,Feasibility Study,Solar,Solar,,,22.0,,
2029,active,2021-04-15,,,,CAISO,HARQUAHALA SUNRISE 2,,DCRT,maricopa,,,AZ,CAISO,Full Capacity,Delaney Substation 500 kV,2024-11-01,,Facility Study,Solar+Battery,Solar,Battery,,169.0,161.0,
1253,withdrawn,2016-05-02,,,,CAISO,WOLVERINE SOLAR 1 - FKA YUBA SOLAR 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Stroud 70 kV Switching Station,,,System Impact Study,Solar,Solar,,,21.0,,
1021,withdrawn,2014-04-30,,2018-10-25,,CAISO,STOCKTON BIOMASS,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,"Stockton A #1 line 60 kV, Cogeneration National 60 kV tap",,Executed,IA Executed,Other,Steam Turbine,,,5.0,,
544,withdrawn,2010-01-06,,,,CAISO,FRV CYGNUS SOLAR,,PGAE,kern,,,CA,CAISO,Energy Only,Lamont Substation 115kV bus,,,Feasibility Study,Solar,Solar,,,20.0,,
2190,withdrawn,2021-04-15,,,,CAISO,HERMES ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Border Substation 69 kV,2024-06-01,,Feasibility Study,Battery,Battery,,,155.0,,
1144,withdrawn,2015-04-30,,,,CAISO,AMERICAN KINGS 2,,PGAE,kings,,,CA,CAISO,Full Capacity,Henrietta Substation 70kV,2020-11-01,,Feasibility Study,Solar,Solar,,,120.0,,
1669,active,2019-04-15,,,,CAISO,POME BESS,,SDGE,san diego,,,CA,CAISO,Full Capacity,Pomerado Substation 69 kV,2023-05-31,Executed,IA Executed,Battery,Battery,,,102.0,,
1051,withdrawn,2014-04-30,,,,CAISO,KEARNY HYBRID POWER,,SDGE,san diego,,,CA,CAISO,Full Capacity,Kearny Substation 69kV,2019-06-01,,Feasibility Study,Solar+Battery,Solar,Battery,,90.0,30.0,
1700,active,2020-04-15,,,,CAISO,NORTH BAY ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Energy Only,Lakeville 60 kV,2023-06-01,Executed,IA Executed,Battery,Battery,,,103.0,,
2181,active,2021-04-15,,,,CAISO,PINSCHER ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Carrizo Gorge Switchyard 138 kV,2024-06-01,,Facility Study,Battery,Battery,,,151.0,,
903,withdrawn,2012-04-02,,,,CAISO,DESERT BUTTE SOLAR FARM,,SCE,los angeles,,,CA,CAISO,Full Capacity,Lugo-Vincent 500 kV line,,,System Impact Study,Solar,Solar,,,387.0,,
caiso_c15_261,active,2023-04-17,,,,CAISO,Bajada,,SCE,riverside,,,CA,CAISO,,Redbluff Substation 230kV,2028-05-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,364.0,364.0,
974,withdrawn,2013-04-30,,,,CAISO,THREE PEAKS WIND,,PGAE,kings,,,CA,CAISO,Full Capacity,Morrow Bay-Gates 230 kV Line,,,Feasibility Study,Wind,Wind,,,150.0,,
1896,active,2021-04-15,,,,CAISO,PATHFINDER STORAGE,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Weber 60 kV,,,Facility Study,Battery,Battery,,,268.0,,
caiso_c15_11,active,2023-04-17,,,,CAISO,Soar Energy Storage,,SCE,ventura,,,CA,CAISO,,Santa Clara 230 kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,357.0,,
441,withdrawn,2008-05-30,,2008-11-26,,CAISO,BINKLEY POWER PROJECT,,PGAE,lake,,,CA,CAISO,,Geyers 17- Fulton #2 230kV line,2012-07-31,,Feasibility Study,Other,Steam Turbine,,,50.0,,
776,withdrawn,2011-03-31,,,,CAISO,UTICA 25MW PV PROJECT,,PGAE,kings,,,CA,CAISO,Full Capacity,Tulare Lake - Arco 70 KV,,,Feasibility Study,Solar,Solar,,,25.0,,
caiso_c15_27,active,2023-04-17,,,,CAISO,Duran,,SCE,los angeles,,,CA,CAISO,,Rio Hondo 230kV,2026-03-31,,In Progress (unknown study),Gas+Battery,Gas,Battery,,300.0,300.0,
373,withdrawn,2008-05-27,,2008-11-26,,CAISO,ISLAND ENERGY CENTER,,PGAE,san joaquin,,,CA,CAISO,,Loop Tesla Stagg and Tesla-Eight Mile 230 kV lines,2012-07-01,,Feasibility Study,Gas,Gas,,,315.0,,
caiso_c15_266,active,2023-04-17,,,,CAISO,Landmark,,SDGE,orange,,,CA,CAISO,,Talega Substation 230kV,2028-05-01,,In Progress (unknown study),Battery,Battery,,,359.0,,
142,withdrawn,2006-11-06,,,,CAISO,KM ACQUISITIONS,,SCE,san bernardino,,,CA,CAISO,,Kramer Substation 220kV,,Executed,IA Executed,Other,Steam Turbine,,,80.0,,
caiso_c15_436,active,2023-04-17,,,,CAISO,Warm Water,,PGAE,san francisco,,,CA,CAISO,,Martin 230kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,306.0,,
923,withdrawn,2012-04-02,,,,CAISO,VISTA POWER PROJECT,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Vista Substation 230kV,2017-01-01,,System Impact Study,Gas,Gas,,,402.0,,
940,withdrawn,2012-04-02,,,,CAISO,PALMAS C5,,SDGE,hyder,,,AZ,CAISO,Full Capacity,Hassayampa-North Gila 500kV Line,2014-07-01,,Feasibility Study,Solar,Solar,,,238.0,,
1073,withdrawn,2014-04-30,,,,CAISO,MISSION ROCK ENERGY CENTER  (FKA MISSION ROCK ENERGY CENTER FLEX),,SCE,ventura,,,CA,CAISO,Full Capacity,Santa Clara Substation 230 kV,2019-03-01,,System Impact Study,Gas,Gas,,,305.0,,
1268,withdrawn,2016-05-02,,,,CAISO,CAL SUN,,PGAE,alameda,,,CA,CAISO,Full Capacity,Herdlyn - Tracy 70 kV - Long: -121.577185 Lat: 37.800654,2019-09-01,,Feasibility Study,Solar+Battery,Solar,Battery,,20.0,21.0,
1758,active,2020-04-15,,,,CAISO,DESERT SANDS,,SCE,riverside,,,CA,CAISO,Energy Only,Devers Substation 230kV,,,Facility study,Solar+Battery,Solar,Battery,,313.0,313.0,
caiso_c15_384,active,2023-04-17,,,,CAISO,Paseo Energy Storage,,SDGE,san diego,,,CA,CAISO,,Otay Mesa 230kV,2027-03-15,,In Progress (unknown study),Battery,Battery,,,207.0,,
684,withdrawn,2011-03-31,,,,CAISO,CAMDEN 2,,PGAE,fresno,,,CA,CAISO,Full Capacity,Caruthers - Kingsburg 70kV,2014-07-10,,System Impact Study,Solar,Solar,,,7.0,,
2004,active,2021-04-15,,,,CAISO,VALLEY SUNLIGHT REFINERY,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates-Midway 230 kV Line,2025-06-10,,Facility Study,Solar+Battery,Solar,Battery,,410.0,411.0,
1512,withdrawn,2018-04-16,,,,CAISO,DRY CREEK SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Magunden-Vestal #1 230kV line,,,Feasibility Study,Solar,Solar,,,110.0,,
1962,active,2021-04-15,,,,CAISO,LOCK STORAGE,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates 500 kV,,,Facility Study,Battery,Battery,,,508.0,,
1283,operational,2016-05-02,,,2018-04-12,CAISO,SPI SONORA,,PGAE,tuolumne,,,CA,CAISO,Full Capacity,Donnels-Curtis at PG&E switch 183 115vK,2017-06-05,,Facility Study,Other,Co-Gen,,,11.0,,
2091,active,2021-04-15,,,,CAISO,MAATHAI,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent Substation 230 kV,,,Facility Study,Battery,Battery,,,256.0,,
1129,active,2015-04-30,2018-11-25,,,CAISO,LUNA VALLEY SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Tranquility 230 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,204.0,169.0,
caiso_c15_400,active,2023-04-17,,,,CAISO,DT Solar,,LSPC,fresno,,,CA,CAISO,,Manning 500kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,517.0,517.0,
caiso_c15_308,active,2023-04-17,,,,CAISO,Box Ranch 2,,PGAE,,,,CA,CAISO,,Vaca - Dixon Substation 500kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,400.0,400.0,
caiso_c15_123,active,2023-04-17,,,,CAISO,Well Springs Solar,,SCE,san bernardino,,,CA,CAISO,,Kramer 230kV,2027-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,437.0,437.0,
1605,withdrawn,2019-04-15,,,,CAISO,CAYENNE ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Chino Substation 220kV,,,Feasibility Study,Battery,Battery,,,102.0,,
420,withdrawn,2008-05-30,,2009-12-11,,CAISO,BORREGO SOLAR 2,,SDGE,san diego,,,CA,CAISO,,Borrego Substation 69kV,2013-02-01,,Feasibility Study,Other,Steam Turbine,,,50.0,,
1125,withdrawn,2015-04-30,,,,CAISO,GALE SOLAR 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Coalinga No 1 Substation 70kV,,,Feasibility Study,Solar,Solar,,,50.0,,
1927,withdrawn,2021-04-15,,2022-11-18,,CAISO,BOA VISTA STORAGE,,PGAE,san benito,,,CA,CAISO,Full Capacity,San Benito - Hollister 115kV line,,,System Impact Study,Battery,Battery,,,109.0,,
24,operational,2004-01-30,,,2009-01-26,CAISO,SHILOH WIND FARM II,,PGAE,solano,,,CA,CAISO,,High Winds/Contra Costa PP,,Executed,IA Executed,Wind,Wind,,,150.0,,
