q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
1312,active,2016-05-02,2018-12-06,,,CAISO,DAGGETT SOLAR 1,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Coolwater Substation 115kV,2020-06-30,Executed,IA Executed,Solar+Battery,Solar,Battery,,149.0,119.0,
1721,withdrawn,2020-04-15,,,,CAISO,MILKY WAY HYBRID SOLAR,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates- Templeton 230kV line,,,Feasibility Study,Solar+Battery,Solar,Battery,,355.0,175.0,
caiso_c15_354,active,2023-04-17,,,,CAISO,Thar Energy Storage,,SCE,clark,,,NV,CAISO,,Mohave 500kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,513.0,,
882,withdrawn,2012-04-02,,,,CAISO,GREAT VALLEY SOLAR 2,,PGAE,tulare,,,CA,CAISO,Full Capacity,Olive Substation 115 kV,,,Feasibility Study,Solar,Solar,,,120.0,,
210,withdrawn,2007-05-03,,,,CAISO,DESERT SUNLIGHT PV III,,SCE,riverside,,,CA,CAISO,,Red Bluff Substation 230kV switchyard,,,Feasibility Study,Solar,Solar,,,500.0,,
1166,active,2015-04-30,2017-11-06,,,CAISO,BIG ROCK SOLAR FARM,,SDGE,imperial,,,CA,CAISO,Partial Capacity,Imperial Valley Substation 230 kV,2020-06-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,200.0,200.0,
caiso_c15_223,active,2023-04-17,,,,CAISO,Genoa Energy Storage 2,,PGAE,sonoma,,,CA,CAISO,,Lakeville - Vaca Dixon 230 kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,308.0,,
277,withdrawn,2007-11-15,,,,CAISO,RIO SECO WIND,,SCE,san bernardino,,,CA,CAISO,,Coolwater-Dunn Siding 115kV line,,,Feasibility Study,Wind,Wind,,,75.0,,
caiso_c15_197,active,2023-04-17,,,,CAISO,Brundage Energy Storage,,SCE,kern,,,CA,CAISO,,Magunden 230kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,518.0,,
caiso_c15_253,active,2023-04-17,,,,CAISO,Castleberry,,PGAE,solano,,,CA,CAISO,,Vaca - Dixon Substation 115kV,2026-12-01,,In Progress (unknown study),Battery,Battery,,,205.0,,
1891,withdrawn,2021-04-15,,2022-12-15,,CAISO,HARMONY STORAGE 1,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Fibreboard tap 115 kV,,,System Impact Study,Battery,Battery,,,165.0,,
1482,withdrawn,2018-04-16,,,,CAISO,MERCATOR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Tranquillity SS 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,518.0,518.0,
caiso_c15_294,active,2023-04-17,,,,CAISO,Sagitta,,PGAE,san joaquin,,,CA,CAISO,,Lammers 115kV,2026-10-01,,In Progress (unknown study),Battery,Battery,,,309.0,,
460,withdrawn,2008-06-02,,,,CAISO,INYOKERN SOLAR I,,SCE,kern,,,CA,CAISO,,Inyokern Substation115 kV bus,2010-12-01,,Feasibility Study,Solar,Solar,,,40.0,,
749,withdrawn,2011-03-31,,,,CAISO,RE COBB,,PGAE,kern,,,CA,CAISO,Full Capacity,Old River - Kern #1 70 KV,,,Feasibility Study,Solar,Solar,,,5.0,,
1028,operational,2014-04-30,,,2020-12-02,CAISO,LITTLE BEAR SOLAR 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota Substation 115 kV,2016-12-01,Executed,IA Executed,Solar,Solar,,,20.0,,
caiso_c15_408,active,2023-04-17,,,,CAISO,Shoals Energy Storage 2,,SCE,ventura,,,CA,CAISO,,Santa Clara 230 kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,503.0,,
1222,active,2016-03-08,,,,CAISO,AGUA CALIENTE SOLAR 2,,SDGE,maricopa,,,AZ,CAISO,Energy Only,Hoodoo Wash Switchyard 500 kV,2016-12-01,In Progress,Facility study,Solar,Solar,,,20.0,,
779,active,2011-03-31,2014-03-21,,,CAISO,WRIGHT SOLAR,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos-Panoche #1 230kV Line,2014-01-06,Executed,IA Executed,Solar+Battery,Solar,Battery,,200.0,80.0,
436,withdrawn,2008-05-30,,2008-11-26,,CAISO,CALIENTE SOLAR ENERGY,,SCE,maricopa,,,AZ,CAISO,,Palo Verde Devers #2 line,2014-07-01,,Feasibility Study,Other,Steam Turbine,,,250.0,,
1519,active,2018-04-16,2020-11-04,,,CAISO,BALDY MESA 2,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Roadway Substation 115kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,111.0,50.0,
1033,withdrawn,2014-04-30,,,,CAISO,BROKEN SPOKE,,PGAE,kern,,,CA,CAISO,Full Capacity,Arco Substation 70 kV,2016-11-01,,Facility Study,Solar,Solar,,,20.0,,
18,withdrawn,2003-04-15,,,,CAISO,FAIRMONT WIND GENERATION PROJECT,,SCE,los angeles,,,CA,CAISO,,Antelope,,In Progress,Facility Study,Wind,Wind,,,200.0,,
caiso_c15_43,active,2023-04-17,,,,CAISO,Goldenrod,,PGAE,fresno,,,CA,CAISO,,McMullin Sub 230 kV,2028-06-30,,In Progress (unknown study),Solar+Battery,Solar,Battery,,320.0,339.0,
caiso_c15_448,active,2023-04-17,,,,CAISO,Littlejohns Energy Center,,PGAE,san joaquin,,,CA,CAISO,,Bellota - Weber 230kV,2027-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,178.0,178.0,
2018,active,2021-04-15,,,,CAISO,HIDDEN KNOLLS BESS,,PGAE,kern,,,CA,CAISO,Full Capacity,Arco-Carneras 70 kV Line,2024-06-01,,Facility Study,Battery,Battery,,,31.0,,
754,withdrawn,2011-03-31,,,,CAISO,RE OASIS,,SCE,riverside,,,CA,CAISO,Full Capacity,220kV Red Bluff Substation,,,Feasibility Study,Solar,Solar,,,300.0,,
1029,operational,2014-04-30,,,2020-12-02,CAISO,LITTLE BEAR SOLAR 2,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota Substation 115 kV,2018-09-01,Executed,IA Executed,Solar,Solar,,,20.0,,
1260,active,2016-05-02,,,,CAISO,NORTHERN ORCHARD SOLAR 3,,PGAE,kern,,,CA,CAISO,Energy Only,Midway-Wheeler Ridge #2 230 kV Line,,In Progress,Facility study,Solar,Solar,,,102.0,,
1690,active,2020-04-15,,,,CAISO,DENALI ENERGY STORAGE,,PGAE,san joaquin,,,CA,CAISO,Partial Capacity,Vierra 115 kV,2023-06-15,,Facility study,Battery,Battery,,,102.0,,
1680,operational,2020-05-13,,,2021-08-19,CAISO,RE GARLAND,,SCE,kern,,,CA,CAISO,Energy Only,Whirlwind Substation,2019-08-03,,Operational,Solar,Solar,,,5.0,,
304,operational,2008-02-28,2011-01-05,,2013-03-08,CAISO,ALPAUGH PV SOLAR GENERATION FACILITY,,PGAE,tulare,,,CA,CAISO,Full Capacity,Smyrna-Alpaugh 115kV line,2010-05-03,Executed,IA Executed,Solar,Solar,,,50.0,,
751,withdrawn,2011-03-31,,,,CAISO,RE JAMESON,,PGAE,fresno,,,CA,CAISO,Full Capacity,Strout SW Station 70kV,,,System Impact Study,Solar,Solar,,,5.0,,
1506,withdrawn,2018-04-16,,,,CAISO,POSEIDON,,PGAE,kern,,,CA,CAISO,Full Capacity,Bitterwater Switching Station 230kV,2020-12-01,,System Impact Study,Solar+Battery,Solar,Battery,,206.0,50.0,
311,withdrawn,2008-03-11,,,,CAISO,PV PIUTE-LANCASTER,,SCE,los angeles,,,CA,CAISO,,Lancaster-Little Rock-Piute 66kV line,2009-05-01,,Feasibility Study,Solar,Solar,,,100.0,,
427,withdrawn,2008-05-30,,2009-12-17,,CAISO,CANTIL SOLAR ENERGY,,SCE,kern,,,CA,CAISO,,Antelope Substation,2014-07-01,,Feasibility Study,Other,Steam Turbine,,,250.0,,
617B,withdrawn,2010-03-31,,,,CAISO,GREAT VALLEY SOLAR,,PGAE,tulare,,,CA,CAISO,Energy Only,Corcoran-Smyrna 115kV,2012-12-01,,Feasibility Study,Solar,Solar,,,20.0,,
1448,withdrawn,2018-04-16,,,,CAISO,DESCENDANT RANCH 2,,PGAE,colusa,,,CA,CAISO,Full Capacity,Logan Creek - Delevan Line Tap 230kV,2023-12-01,,Feasibility Study,Solar+Battery,Solar,Battery,,514.0,510.0,
1324,active,2016-05-02,2018-10-22,,,CAISO,EDSAN 1,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,118.0,266.0,
443,withdrawn,2008-05-30,,2008-11-25,,CAISO,WELLHEAD POWER RAINBOW,,SDGE,san diego,,,CA,CAISO,,Telega - Escondido 230kV Line,2009-07-01,,Feasibility Study,Gas,Gas,,,49.0,,
1947,withdrawn,2021-04-15,,2022-12-13,,CAISO,HEKLA ENERGY STORAGE,,PGAE,fresno,,,CA,CAISO,Full Capacity,Huron Substation 70 kV,2025-01-01,,Feasibility Study,Battery,Battery,,,101.0,,
491,withdrawn,2009-07-31,,2011-12-14,,CAISO,RIVER BLUFF SOLAR ENERGY PARK,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Coolwater-Dunn Siding 115kV line,2014-06-01,,Facility Study,Solar,Solar,,,230.0,,
caiso_c15_406,active,2023-04-17,,,,CAISO,Faraday Energy Storage,,SDGE,san diego,,,CA,CAISO,,Shadow Ridge 138kV,2026-04-01,,In Progress (unknown study),Battery,Battery,,,200.0,,
2069,withdrawn,2021-04-15,,2022-11-30,,CAISO,ADASTRA HYBRID SOLAR,,SCE,tulare,,,CA,CAISO,Full Capacity,Springville Substation 230 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,355.0,355.0,
96,operational,2006-03-01,2010-02-24,,,CAISO,CPC WEST,,SCE,kern,,,CA,CAISO,,Tehachapi Conceptual Substation #1,,Executed,IA Executed,Wind,Wind,,,600.0,,
653,withdrawn,2010-09-29,,,,CAISO,SOUTH DOME SOLAR,,PGAE,kings,,,CA,CAISO,Energy Only,Arco  70 kV,2013-01-15,,Facility Study,Solar,Solar,,,20.0,,
1032,operational,2014-04-30,2016-11-02,,2018-04-17,CAISO,TRANQUILLITY 8,,PGAE,fresno,,,CA,CAISO,Full Capacity,Tranquillity Switchyard 230kV,2016-09-30,Executed,IA Executed,Solar,Solar,,,206.0,,
246,withdrawn,2007-07-17,,2008-11-26,,CAISO,LAUREL MOUNTAIN WIND FARM,,SCE,kern,,,CA,CAISO,,Kramer-Inyokern-Randsburg #3 115kV line,,,Feasibility Study,Wind,Wind,,,120.0,,
caiso_c15_129,active,2023-04-17,,,,CAISO,GAMAY,,PGAE,kern,,,CA,CAISO,,Wheeler Ridge 230kV,2030-02-11,,In Progress (unknown study),Solar+Battery,Solar,Battery,,200.0,200.0,
1441,withdrawn,2018-05-17,,,,CAISO,KERNRIDGE EXPANSION,,PGAE,kern,,,CA,CAISO,Energy Only,Kern Ridge Substation 115kV,2021-01-15,,Facility Study,Solar,Solar,,,18.0,,
766,withdrawn,2011-03-31,,,,CAISO,SILVERTREE GREENWORKS,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230kV bus,,,System Impact Study,Solar,Solar,,,150.0,,
2101,active,2021-04-15,,,,CAISO,WESTON STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Kramer Substation 230 kV,2025-10-01,,Facility Study,Battery,Battery,,,214.0,,
1697,withdrawn,2020-04-15,,,,CAISO,MUIR STORAGE,,PGAE,marin,,,CA,CAISO,Full Capacity,Ignacio Substation 230kV,,,Feasibility Study,Battery,Battery,,,305.0,,
1540,operational,2019-05-07,2020-09-22,,,CAISO,PLANO STORAGE,,PGAE,monterey,,,CA,CAISO,Full Capacity,Moss Landing Substation 500kV,2021-12-01,Executed,IA Executed,Battery,Battery,,,365.0,,
426,withdrawn,2008-05-30,,2008-11-26,,CAISO,CAMPOS SOLAR ENERGY,,SCE,clark,,,NV,CAISO,,Mohave Switchyard,2014-07-01,,Feasibility Study,Other,Steam Turbine,,,250.0,,
1339,active,2016-05-02,2018-07-23,,,CAISO,TAHOE,,SCE,clark,,,NV,CAISO,Partial Capacity,SCE owned Eldorado Bus 230kV,2019-07-31,Executed,IA Executed,Solar+Battery,Solar,Battery,,300.0,279.0,
32,active,2004-05-24,2011-03-23,,,CAISO,TULE WIND,,SDGE,san diego,,,CA,CAISO,Partial Capacity,Boulevard East Substation 138 kV,2007-09-01,Executed,IA Executed,Wind,Wind,,,194.0,,
599,withdrawn,2010-02-01,,,,CAISO,BIO VERDE PV - SAN JOAQUIN,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Corral Substation 70 kV,,,Feasibility Study,Solar,Solar,,,20.0,,
195,withdrawn,2007-04-06,,,,CAISO,BPAE KERN FRONT,,SCE,kern,,,CA,CAISO,,Springerville Mugunden 230kV Line,2013-01-01,,Feasibility Study,Gas,Gas,,,725.0,,
313,withdrawn,2008-03-11,,,,CAISO,PV REDMAN-PIUTE,,SCE,los angeles,,,CA,CAISO,,Piute-Redman 66kV line,2009-05-01,,Feasibility Study,Solar,Solar,,,100.0,,
748,withdrawn,2011-03-31,,,,CAISO,RE CANNON,,PGAE,kern,,,CA,CAISO,Full Capacity,Smyrna - Semitropic - Midway 115 KV line,,,Feasibility Study,Solar,Solar,,,20.0,,
558,operational,2010-02-01,2012-12-17,,2015-05-20,CAISO,CORCORAN 2 GENERATING FACILITY (FKA: CORCORAN WEST 19.75 MW PV GENERATION FACILTY),,PGAE,kings,,,CA,CAISO,Full Capacity,Corcoran-Kingsburg #2 115kV,2013-06-01,Executed,IA Executed,Solar,Solar,,,20.0,,
772,withdrawn,2011-03-31,,,,CAISO,TESLA SOLAR FARM,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Stanislaus - Manteca #2 115 kV Line,2014-06-01,,Feasibility Study,Solar,Solar,,,100.0,,
2115,active,2021-04-15,,,,CAISO,SIMON,,SCE,los angeles,,,CA,CAISO,Full Capacity,La Cienega Substation 230 kV,2024-06-30,,Facility Study,Battery,Battery,,,406.0,,
caiso_c15_313,active,2023-04-17,,,,CAISO,Kama 3 FPV,,PGAE,tulare,,,CA,CAISO,,Waukena Switching Station 115kV,2026-01-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,101.0,45.0,
1455,active,2018-04-16,,,,CAISO,JANUS,,PGAE,colusa,,,CA,CAISO,Full Capacity,Cortina 60 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,84.0,80.0,
289,withdrawn,2007-12-21,,,,CAISO,ECP I,,SCE,san bernardino,,,CA,CAISO,,El Dorado-Ivanpah 115kV line,2011-07-01,,Feasibility Study,Other,Steam Turbine,,,375.0,,
1598,withdrawn,2019-04-15,,,,CAISO,AGUA AMARGA WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,SOLARSS Switching Station,,,System Impact Study,Wind,Wind,,,403.0,,
1366,withdrawn,2017-05-01,,,,CAISO,WARDENCLYFFE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Tesla Substation 230kV,,,System Impact Study,Battery,Battery,,,314.0,,
2014,active,2021-04-15,,,,CAISO,BRAVO WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Diablo Canyon 500 kV,2028-03-01,,Facility Study,Offshore Wind,Offshore Wind,,,1465.0,,
1243,active,2016-05-02,2020-01-07,,,CAISO,POMEGRANATE,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates 230 kV,2022-04-06,Executed,IA Executed,Solar+Battery,Solar,Battery,,254.0,225.0,
1813,withdrawn,2020-04-15,,,,CAISO,GYPSY ESS 2,,SDGE,san diego,,,CA,CAISO,Full Capacity,Bay Boulevard 230kV,2024-12-01,,Feasibility Study,Battery,Battery,,,300.0,,
780,withdrawn,2011-03-31,,,,CAISO,ZAMORA SOLAR,,PGAE,yolo,,,CA,CAISO,Full Capacity,Woodland - Zamora - Rio Oso #2  115kV Bus,2013-03-01,,Feasibility Study,Solar,Solar,,,30.0,,
1024,withdrawn,2014-04-30,,,,CAISO,VICTOR GRID STABILIZATION PROJECT,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Victor Substation 60 kV,,,System Impact Study,Battery,Battery,,,30.0,,
421,active,2008-05-30,2017-07-05,,,CAISO,SLOTH,,SCE,riverside,,,CA,CAISO,Partial Capacity,Red Bluff Substation 220kV,2012-02-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,50.0,15.0,
caiso_c15_285,active,2023-04-17,,,,CAISO,Baylands Power Bank,,PGAE,santa clara,,,CA,CAISO,,Los Esteros Substation 115kV,2028-04-01,,In Progress (unknown study),Battery,Battery,,,328.0,,
568,operational,2010-02-01,2013-04-30,,2013-08-08,CAISO,RUSSELL CITY ENERGY CENTER FD3 UPGRADE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Eastshore Substation 230kV Bus,2013-05-01,Executed,IA Executed,Gas,Gas,,,25.0,,
784,withdrawn,2011-03-31,,,,CAISO,GWF TRACY SOLAR,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Schulte sub 115 KV,2014-06-02,,System Impact Study,Solar,Solar,,,50.0,,
1457,active,2018-04-16,,,,CAISO,MILPA POWER BANK,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Los Esteros 115 kV,2020-12-01,,Facility study,Battery,Battery,,,3.0,,
2032,active,2021-04-15,,,,CAISO,TROLLEY,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Etiwanda Substation 230 kV,2024-06-30,,Facility Study,Battery,Battery,,,406.0,,
1424,active,2017-05-01,,,,CAISO,EDSAN 2,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,357.0,196.0,
caiso_c15_527,active,2023-04-17,,,,CAISO,Voyager Energy Storage,,SCE,kern,,,CA,CAISO,,Whirlwind 230kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,232.0,,
143,withdrawn,2006-11-06,,2008-11-26,,CAISO,HDLA SOLAR,,SCE,san bernardino,,,CA,CAISO,,Kramer Substation,,,Feasibility Study,Other,Steam Turbine,,,80.0,,
2123,withdrawn,2021-04-15,,,,CAISO,SPINDLE ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,La Cienega Substation 230 kV,2024-08-01,,System Impact Study,Battery,Battery,,,504.0,,
caiso_c15_233,active,2023-04-17,,,,CAISO,Nelson,,SCE,clark,,,NV,CAISO,,El Dorado 230kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,365.0,,
788,withdrawn,2011-03-31,,,,CAISO,ROYAL SOLAR PROJECT,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope Substation 66kV bus,2014-06-01,,System Impact Study,Solar,Solar,,,100.0,,
caiso_c15_140,active,2023-04-17,,,,CAISO,Circinus,,PGAE,merced,,,CA,CAISO,,Le Grand 115kV,2026-10-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,258.0,257.0,
1143,active,2015-04-30,2017-11-17,,,CAISO,LAKE ALPAUGH BATTERY STORAGE,,PGAE,tulare,,,CA,CAISO,Full Capacity,Corcoran-Olive 115 kV Line,,Executed,IA Executed,Battery,Battery,,,10.0,,
2090,active,2021-04-15,,,,CAISO,GWENT STORAGE 2,,SCE,ventura,,,CA,CAISO,Full Capacity,Moorpark Substation 230 kV,,,Facility Study,Battery,Battery,,,473.0,,
caiso_c15_63,active,2023-04-17,,,,CAISO,Southern Sierra PSP,,PGAE,fresno,,,CA,CAISO,,Gregg Substation 230kV,2030-03-30,,In Progress (unknown study),Other,Other,,,1392.0,,
caiso_c15_211,active,2023-04-17,,,,CAISO,San Ysidro Energy Storage,,PGAE,santa clara,,,CA,CAISO,,Llagas 115kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,156.0,,
400,withdrawn,2008-05-30,,,,CAISO,PV-49,,SCE,kern,,,CA,CAISO,,Windhub Substation,2011-05-01,,Feasibility Study,Solar,Solar,,,700.0,,
1288,withdrawn,2016-05-02,,,,CAISO,RED WING RANCH SOLAR,,SDGE,yuma,,,AZ,CAISO,Full Capacity,Hoodoo Wash Switchyard 500 kV,,,Feasibility Study,Solar,Solar,,,205.0,,
caiso_c15_516,active,2023-04-17,,,,CAISO,McFarland D,,SDGE,yuma,,,AZ,CAISO,,Hoodo Wash 500kV,2026-12-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,650.0,650.0,
2072,withdrawn,2021-04-15,,,,CAISO,DUPONT STORAGE,,SCE,ventura,,,CA,CAISO,Full Capacity,Moorpark Substation 230 kV,2025-10-01,,System Impact Study,Battery,Battery,,,159.0,,
caiso_c15_110,active,2023-04-17,,,,CAISO,Titan Power,,SCE,san bernardino,,,CA,CAISO,,Victor Substation 230kV,2027-01-01,,In Progress (unknown study),Battery,Battery,,,1160.0,,
795,operational,2011-03-31,2014-03-11,,2016-04-30,CAISO,KINGBIRD SOLAR A (FKA AV SOLAR RANCH 2-A),,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230 kV bus,2013-08-30,Executed,IA Executed,Solar,Solar,,,20.0,,
617A,withdrawn,2010-03-30,,,,CAISO,LA-SOLAR-20,,SCE,los angeles,,,CA,CAISO,Energy Only,Piute-Redmond 66kV,2012-12-01,,Facility Study,Solar,Solar,,,20.0,,
caiso_c15_154,active,2023-04-17,,,,CAISO,Pumpkin Valley,,SDGE,san diego,,,CA,CAISO,,Valley Center 69kV,2026-07-01,,In Progress (unknown study),Battery,Battery,,,52.0,,
caiso_c15_80,active,2023-04-17,,,,CAISO,Baca Solar,,LSPC,fresno,,,CA,CAISO,,Manning 230kV,2027-10-01,,In Progress (unknown study),Battery,Battery,,,520.0,,
1420,withdrawn,2017-05-01,,,,CAISO,CANELLA 2 SOLAR FARM,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,2020-10-01,,System Impact Study,Solar+Battery,Solar,Battery,,200.0,200.0,
643AO,withdrawn,2010-07-31,,,,CAISO,MOUNT SIGNAL SOLAR FARM II,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley 230 kV Switchyard,2014-06-01,,Feasibility Study,Solar,Solar,,,200.0,,
561,withdrawn,2010-02-01,,,,CAISO,MOUNT SIGNAL SOLAR FARM,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230kV,2013-02-01,,Facility Study,Solar,Solar,,,200.0,,
243,withdrawn,2007-07-16,,2008-11-26,,CAISO,SOUTH BRISTOL MOUNTAINS WIND FARM,,SCE,san bernardino,,,CA,CAISO,,Pisgah 230kV Substation,,,Feasibility Study,Wind,Wind,,,429.0,,
789,active,2011-03-31,2015-04-23,,,CAISO,RUGGED SOLAR FARM,,SDGE,san diego,,,CA,CAISO,Energy Only,Boulevard East Substation 69 kV,2015-07-31,Executed,IA Executed,Solar,Solar,,,72.0,,
1427,withdrawn,2017-05-01,,,,CAISO,DARLINGTON BALLEY SOLAR ENERGY 1,,SDGE,maricopa,,,AZ,CAISO,Full Capacity,Hassayampa Switchyard 500kV,2024-04-30,,Facility Study,Solar+Battery,Solar,Battery,,125.0,60.0,
835,withdrawn,2011-03-31,,,,CAISO,WSP 3,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates Sub 500 KV Bus,2018-02-01,,Feasibility Study,Solar,Solar,,,800.0,,
1091,withdrawn,2014-05-14,,,,CAISO,WESTLANDS SOLAR FARMS PV2,,PGAE,fresno,,,CA,CAISO,Energy Only,Gates-Coalinga 70 kV Line #1,2015-02-15,,Feasibility Study,Solar,Solar,,,1.5,,
1060,withdrawn,2014-04-30,,,,CAISO,SLW (FKA SHU'LUUK WIND),,SDGE,san diego,,,CA,CAISO,Full Capacity,Boulevard East Substation 138kV,,,System Impact Study,Wind,Wind,,,160.0,,
1765,withdrawn,2020-04-15,,,,CAISO,BULLDOG ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Rio Hondo Substation 220kV,2023-06-01,,Feasibility Study,Battery,Battery,,,408.0,,
308,withdrawn,2008-03-11,,,,CAISO,PV LITTLE ROCK-PALMDALE,,SCE,los angeles,,,CA,CAISO,,Helijet-Little Rock-Palmdale-Rockair 66kV line,2009-05-01,,Feasibility Study,Solar,Solar,,,100.0,,
317,withdrawn,2008-03-11,,,,CAISO,PV-11 (FKA PV ROSAMOND-DEL SUR),,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope Substation 66kV,2009-05-01,,Feasibility Study,Solar,Solar,,,100.0,,
caiso_c15_95,active,2023-04-17,,,,CAISO,Bounty (Formly East Kern Hybrid),,SCE,kern,,,CA,CAISO,,Magunden - Pastoria 230kV,2028-04-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,310.0,309.0,
152,withdrawn,2006-11-22,,2008-10-29,,CAISO,POINT SAL WIND,,PGAE,santa barbara,,,CA,CAISO,,Mesa-Divide #1 115kV line,,,System Impact Study,Wind,Wind,,,105.0,,
653ED,withdrawn,2010-09-30,,,,CAISO,LANEAST SOLAR FARM (FKA EASTLAND SOLAR FARM),,SDGE,san diego,,,CA,CAISO,Full Capacity,Boulevard East Substation 69 kV,,,Facility Study,Solar,Solar,,,20.0,,
caiso_c15_293,active,2023-04-17,,,,CAISO,Mensa,,PGAE,merced,,,CA,CAISO,,Atwater 115kV,2026-10-01,,In Progress (unknown study),Battery,Battery,,,128.0,,
66,operational,2005-05-06,2007-03-08,,2013-03-21,CAISO,WALNUT CREEK ENERGY PARK - PHASE 1,,SCE,los angeles,,,CA,CAISO,,Walnut Substation 220kV,2007-09-01,Executed,IA Executed,Gas,Gas,,,501.0,,
caiso_c15_329,active,2023-04-17,,,,CAISO,Hallows,,PGAE,glen,,,CA,CAISO,,Logan Creek 230kV,2026-12-01,,In Progress (unknown study),Battery,Battery,,,230.0,,
574,operational,2010-02-01,2012-09-14,,2016-11-03,CAISO,PIO PICO ENERGY CENTER,,SDGE,san diego,,,CA,CAISO,Full Capacity,Otay Mesa Switchyard 230 kV,2013-05-01,Executed,IA Executed,Gas,Gas,,,308.0,,
1642,active,2019-04-15,2021-04-27,,,CAISO,OBERON,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 500kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,518.0,518.0,
caiso_c15_409,active,2023-04-17,,,,CAISO,Geras,,PGAE,,,,CA,CAISO,,McMullin Sub 230 kV,2026-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,134.0,134.0,
576,operational,2010-02-01,2015-07-29,,,CAISO,BLYTHE MESA SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Sub 230kV Bus,,Executed,IA Executed,Solar+Battery,Solar,Battery,,224.0,112.0,
caiso_c15_103,active,2023-04-17,,,,CAISO,Sergio Storage,,SCE,orange,,,CA,CAISO,,SANTIAGO 230kV,2028-04-01,,In Progress (unknown study),Battery,Battery,,,203.0,,
957,withdrawn,2013-04-30,,,,CAISO,CALPEAK BORDER OM 2,,SDGE,san diego,,,CA,CAISO,Full Capacity,Otay Mesa Substation 230kV,2017-06-01,,System Impact Study,Gas,Gas,,,205.0,,
952,operational,2013-04-30,,,,CAISO,MESQUITE SOLAR 2,,SDGE,maricopa,,,AZ,CAISO,Partial Capacity,Hassayampa Common Bus 500 kV,,Executed,IA Executed,Solar,Solar,,,101.0,,
